,instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr
9795,9065,2012-01-18,1,1,1,0,3,1,1,0.3,0.2727,0.33,0.3881,7,98,105,14.0
9796,9066,2012-01-18,1,1,1,0,3,1,1,0.3,0.2576,0.33,0.5224,8,122,130,15.0
9797,9067,2012-01-18,1,1,1,0,3,1,1,0.28,0.2273,0.3,0.5224,13,163,176,16.0
9798,9068,2012-01-18,1,1,1,0,3,1,1,0.26,0.2121,0.33,0.4478,8,338,346,17.0
9799,9069,2012-01-18,1,1,1,0,3,1,1,0.24,0.2121,0.32,0.3582,8,347,355,18.0
9800,9070,2012-01-18,1,1,1,0,3,1,1,0.22,0.197,0.37,0.3881,5,251,256,19.0
9801,9071,2012-01-18,1,1,1,0,3,1,1,0.22,0.2121,0.37,0.2537,1,164,165,20.0
9802,9072,2012-01-18,1,1,1,0,3,1,1,0.2,0.1667,0.4,0.4179,5,119,124,21.0
9803,9073,2012-01-18,1,1,1,0,3,1,1,0.18,0.1667,0.47,0.2537,4,74,78,22.0
9804,9074,2012-01-18,1,1,1,0,3,1,1,0.16,0.1364,0.47,0.2985,2,36,38,23.0
9805,9075,2012-01-19,1,1,1,0,4,1,1,0.14,0.1364,0.5,0.194,0,16,16,0.0
9806,9076,2012-01-19,1,1,1,0,4,1,1,0.14,0.1515,0.5,0.1642,0,5,5,1.0
9807,9077,2012-01-19,1,1,1,0,4,1,1,0.14,0.1515,0.5,0.1343,0,3,3,2.0
9808,9078,2012-01-19,1,1,1,0,4,1,1,0.12,0.1515,0.54,0.1045,0,4,4,3.0
9809,9079,2012-01-19,1,1,1,0,4,1,1,0.12,0.1515,0.54,0.1045,0,1,1,4.0
9810,9080,2012-01-19,1,1,1,0,4,1,1,0.12,0.1212,0.55,0.2537,0,19,19,5.0
9811,9081,2012-01-19,1,1,1,0,4,1,1,0.12,0.1364,0.54,0.1642,0,86,86,6.0
9812,9082,2012-01-19,1,1,1,0,4,1,1,0.12,0.1667,0.54,0.0896,2,204,206,7.0
9813,9083,2012-01-19,1,1,1,0,4,1,1,0.12,0.1515,0.54,0.1045,9,414,423,8.0
9814,9084,2012-01-19,1,1,1,0,4,1,1,0.12,0.197,0.54,0.0,6,204,210,9.0
9815,9085,2012-01-19,1,1,1,0,4,1,1,0.14,0.2121,0.59,0.0,10,98,108,10.0
9816,9086,2012-01-19,1,1,1,0,4,1,1,0.16,0.1667,0.55,0.1642,6,93,99,11.0
9817,9087,2012-01-19,1,1,1,0,4,1,1,0.2,0.197,0.51,0.194,5,106,111,12.0
9818,9088,2012-01-19,1,1,1,0,4,1,1,0.22,0.2121,0.47,0.2836,6,118,124,13.0
9819,9089,2012-01-19,1,1,1,0,4,1,1,0.24,0.2273,0.44,0.194,15,104,119,14.0
9820,9090,2012-01-19,1,1,1,0,4,1,1,0.26,0.2273,0.44,0.2985,9,118,127,15.0
9821,9091,2012-01-19,1,1,1,0,4,1,1,0.26,0.2273,0.41,0.3284,8,185,193,16.0
9822,9092,2012-01-19,1,1,1,0,4,1,2,0.26,0.2273,0.44,0.3284,21,364,385,17.0
9823,9093,2012-01-19,1,1,1,0,4,1,2,0.26,0.2273,0.44,0.3284,16,345,361,18.0
9824,9094,2012-01-19,1,1,1,0,4,1,2,0.26,0.2273,0.48,0.2985,5,229,234,19.0
9825,9095,2012-01-19,1,1,1,0,4,1,1,0.26,0.2121,0.52,0.4478,7,184,191,20.0
9826,9096,2012-01-19,1,1,1,0,4,1,1,0.26,0.2273,0.44,0.3582,4,117,121,21.0
9827,9097,2012-01-19,1,1,1,0,4,1,2,0.26,0.2273,0.44,0.4179,0,90,90,22.0
9828,9098,2012-01-19,1,1,1,0,4,1,1,0.26,0.2273,0.48,0.3284,1,55,56,23.0
9829,9099,2012-01-20,1,1,1,0,5,1,2,0.26,0.2273,0.48,0.2985,3,24,27,0.0
9830,9100,2012-01-20,1,1,1,0,5,1,1,0.26,0.2727,0.48,0.1343,0,15,15,1.0
9831,9101,2012-01-20,1,1,1,0,5,1,1,0.26,0.2727,0.48,0.1343,0,11,11,2.0
9832,9102,2012-01-20,1,1,1,0,5,1,1,0.24,0.2576,0.52,0.1045,0,4,4,3.0
9833,9103,2012-01-20,1,1,1,0,5,1,1,0.22,0.2424,0.6,0.1045,0,3,3,4.0
9834,9104,2012-01-20,1,1,1,0,5,1,1,0.22,0.2424,0.6,0.1045,0,19,19,5.0
9835,9105,2012-01-20,1,1,1,0,5,1,1,0.24,0.2121,0.6,0.2836,0,68,68,6.0
9836,9106,2012-01-20,1,1,1,0,5,1,1,0.22,0.2121,0.69,0.2239,2,183,185,7.0
9837,9107,2012-01-20,1,1,1,0,5,1,1,0.22,0.2121,0.64,0.2537,4,421,425,8.0
9838,9108,2012-01-20,1,1,1,0,5,1,1,0.22,0.197,0.47,0.3881,21,242,263,9.0
9839,9109,2012-01-20,1,1,1,0,5,1,2,0.22,0.2121,0.44,0.2836,1,96,97,10.0
9840,9110,2012-01-20,1,1,1,0,5,1,2,0.2,0.1818,0.32,0.3582,6,117,123,11.0
9841,9111,2012-01-20,1,1,1,0,5,1,2,0.2,0.1818,0.34,0.3284,5,119,124,12.0
9842,9112,2012-01-20,1,1,1,0,5,1,1,0.22,0.2121,0.32,0.2985,12,144,156,13.0
9843,9113,2012-01-20,1,1,1,0,5,1,2,0.22,0.2121,0.35,0.2985,8,107,115,14.0
9844,9114,2012-01-20,1,1,1,0,5,1,2,0.22,0.2273,0.35,0.194,12,144,156,15.0
9845,9115,2012-01-20,1,1,1,0,5,1,2,0.2,0.2121,0.37,0.1642,11,163,174,16.0
9846,9116,2012-01-20,1,1,1,0,5,1,2,0.22,0.2576,0.32,0.0896,9,340,349,17.0
9847,9117,2012-01-20,1,1,1,0,5,1,2,0.2,0.2273,0.34,0.0896,5,296,301,18.0
9848,9118,2012-01-20,1,1,1,0,5,1,2,0.2,0.2273,0.37,0.1045,6,186,192,19.0
9849,9119,2012-01-20,1,1,1,0,5,1,2,0.2,0.2273,0.34,0.0896,1,141,142,20.0
9850,9120,2012-01-20,1,1,1,0,5,1,2,0.2,0.2273,0.37,0.0896,5,99,104,21.0
9851,9121,2012-01-20,1,1,1,0,5,1,2,0.2,0.197,0.37,0.2239,1,71,72,22.0
9852,9122,2012-01-20,1,1,1,0,5,1,3,0.16,0.1515,0.64,0.2239,3,35,38,23.0
9853,9123,2012-01-21,1,1,1,0,6,0,3,0.16,0.1515,0.64,0.2239,0,24,24,0.0
9854,9124,2012-01-21,1,1,1,0,6,0,4,0.14,0.1364,0.86,0.194,1,22,23,1.0
9855,9125,2012-01-21,1,1,1,0,6,0,3,0.14,0.2121,0.86,0.0,1,25,26,2.0
9856,9126,2012-01-21,1,1,1,0,6,0,3,0.14,0.1818,0.93,0.0896,0,13,13,3.0
9857,9127,2012-01-21,1,1,1,0,6,0,3,0.16,0.197,0.86,0.0896,0,1,1,4.0
9858,9128,2012-01-21,1,1,1,0,6,0,3,0.16,0.1818,0.86,0.1045,0,2,2,5.0
9859,9129,2012-01-21,1,1,1,0,6,0,3,0.16,0.1667,0.93,0.1642,0,1,1,6.0
9860,9130,2012-01-21,1,1,1,0,6,0,3,0.16,0.1667,0.93,0.1642,3,10,13,7.0
9861,9131,2012-01-21,1,1,1,0,6,0,2,0.16,0.1515,0.93,0.2537,3,22,25,8.0
9862,9132,2012-01-21,1,1,1,0,6,0,2,0.16,0.1515,0.93,0.2537,2,40,42,9.0
9863,9133,2012-01-21,1,1,1,0,6,0,3,0.16,0.1515,0.93,0.2537,0,45,45,10.0
9864,9134,2012-01-21,1,1,1,0,6,0,2,0.18,0.2121,0.86,0.1045,1,62,63,11.0
9865,9135,2012-01-21,1,1,1,0,6,0,2,0.2,0.2121,0.8,0.1642,5,62,67,12.0
9866,9136,2012-01-21,1,1,1,0,6,0,2,0.2,0.197,0.8,0.2537,10,66,76,13.0
9867,9137,2012-01-21,1,1,1,0,6,0,3,0.2,0.197,0.8,0.194,6,89,95,14.0
9868,9138,2012-01-21,1,1,1,0,6,0,3,0.2,0.197,0.8,0.194,6,113,119,15.0
9869,9139,2012-01-21,1,1,1,0,6,0,2,0.2,0.1818,0.8,0.2985,5,113,118,16.0
9870,9140,2012-01-21,1,1,1,0,6,0,2,0.2,0.1818,0.8,0.3881,7,99,106,17.0
9871,9141,2012-01-21,1,1,1,0,6,0,2,0.2,0.1818,0.75,0.3881,3,107,110,18.0
9872,9142,2012-01-21,1,1,1,0,6,0,2,0.18,0.1515,0.8,0.3881,0,85,85,19.0
9873,9143,2012-01-21,1,1,1,0,6,0,2,0.18,0.1667,0.8,0.2985,5,62,67,20.0
9874,9144,2012-01-21,1,1,1,0,6,0,1,0.18,0.1515,0.74,0.3284,5,64,69,21.0
9875,9145,2012-01-21,1,1,1,0,6,0,2,0.18,0.1667,0.74,0.2985,3,56,59,22.0
9876,9146,2012-01-21,1,1,1,0,6,0,2,0.16,0.1515,0.8,0.2537,1,51,52,23.0
9877,9147,2012-01-22,1,1,1,0,0,0,1,0.16,0.1364,0.8,0.2985,1,51,52,0.0
9878,9148,2012-01-22,1,1,1,0,0,0,2,0.18,0.1667,0.74,0.2985,1,49,50,1.0
9879,9149,2012-01-22,1,1,1,0,0,0,2,0.18,0.1667,0.74,0.2836,1,46,47,2.0
9880,9150,2012-01-22,1,1,1,0,0,0,2,0.18,0.1667,0.69,0.2836,1,20,21,3.0
9881,9151,2012-01-22,1,1,1,0,0,0,3,0.16,0.1364,0.8,0.2836,1,1,2,4.0
9882,9152,2012-01-22,1,1,1,0,0,0,3,0.16,0.1515,0.74,0.2239,1,2,3,5.0
9883,9153,2012-01-22,1,1,1,0,0,0,2,0.16,0.1515,0.74,0.2239,0,4,4,6.0
9884,9154,2012-01-22,1,1,1,0,0,0,2,0.16,0.1515,0.74,0.2239,2,11,13,7.0
9885,9155,2012-01-22,1,1,1,0,0,0,2,0.16,0.1515,0.74,0.2239,3,29,32,8.0
9886,9156,2012-01-22,1,1,1,0,0,0,2,0.16,0.1515,0.74,0.2239,9,54,63,9.0
9887,9157,2012-01-22,1,1,1,0,0,0,2,0.16,0.1364,0.74,0.2836,9,120,129,10.0
9888,9158,2012-01-22,1,1,1,0,0,0,3,0.16,0.1515,0.8,0.2537,18,115,133,11.0
9889,9159,2012-01-22,1,1,1,0,0,0,2,0.16,0.1515,0.8,0.2239,24,161,185,12.0
9890,9160,2012-01-22,1,1,1,0,0,0,2,0.16,0.1818,0.8,0.1343,24,175,199,13.0
9891,9161,2012-01-22,1,1,1,0,0,0,2,0.16,0.1667,0.8,0.1642,19,163,182,14.0
9892,9162,2012-01-22,1,1,1,0,0,0,2,0.16,0.1515,0.8,0.194,27,149,176,15.0
9893,9163,2012-01-22,1,1,1,0,0,0,2,0.16,0.1515,0.8,0.194,12,143,155,16.0
9894,9164,2012-01-22,1,1,1,0,0,0,2,0.16,0.1818,0.8,0.1045,8,100,108,17.0
9895,9165,2012-01-22,1,1,1,0,0,0,3,0.16,0.1818,0.86,0.1045,11,110,121,18.0
9896,9166,2012-01-22,1,1,1,0,0,0,3,0.16,0.1818,0.86,0.1045,9,80,89,19.0
9897,9167,2012-01-22,1,1,1,0,0,0,3,0.16,0.1667,0.86,0.1642,5,69,74,20.0
9898,9168,2012-01-22,1,1,1,0,0,0,3,0.16,0.1818,0.86,0.1045,8,36,44,21.0
9899,9169,2012-01-22,1,1,1,0,0,0,2,0.16,0.197,0.93,0.0896,0,58,58,22.0
9900,9170,2012-01-22,1,1,1,0,0,0,2,0.16,0.1818,0.93,0.1045,2,35,37,23.0
9901,9171,2012-01-23,1,1,1,0,1,1,2,0.18,0.2424,0.86,0.0,2,17,19,0.0
9902,9172,2012-01-23,1,1,1,0,1,1,2,0.18,0.2121,0.86,0.1045,0,4,4,1.0
9903,9173,2012-01-23,1,1,1,0,1,1,2,0.18,0.2121,0.86,0.1045,0,2,2,2.0
9904,9174,2012-01-23,1,1,1,0,1,1,2,0.18,0.2424,0.86,0.0,0,1,1,3.0
9905,9175,2012-01-23,1,1,1,0,1,1,2,0.2,0.2576,0.8,0.0,0,1,1,4.0
9906,9176,2012-01-23,1,1,1,0,1,1,2,0.2,0.2576,0.86,0.0,0,19,19,5.0
9907,9177,2012-01-23,1,1,1,0,1,1,2,0.2,0.2576,0.86,0.0,6,36,42,6.0
9908,9178,2012-01-23,1,1,1,0,1,1,3,0.2,0.2576,0.86,0.0,8,114,122,7.0
9909,9179,2012-01-23,1,1,1,0,1,1,3,0.2,0.2121,0.86,0.1343,5,267,272,8.0
9910,9180,2012-01-23,1,1,1,0,1,1,2,0.2,0.2273,0.86,0.0896,13,198,211,9.0
9911,9181,2012-01-23,1,1,1,0,1,1,2,0.2,0.2576,0.93,0.0,10,139,149,10.0
9912,9182,2012-01-23,1,1,1,0,1,1,2,0.2,0.2273,0.93,0.0896,5,57,62,11.0
9913,9183,2012-01-23,1,1,1,0,1,1,2,0.22,0.2727,0.93,0.0,10,52,62,12.0
9914,9184,2012-01-23,1,1,1,0,1,1,3,0.22,0.2576,0.93,0.0896,5,32,37,13.0
9915,9185,2012-01-23,1,1,1,0,1,1,3,0.22,0.2273,0.93,0.194,13,48,61,14.0
9916,9186,2012-01-23,1,1,1,0,1,1,2,0.22,0.2121,1.0,0.2239,10,64,74,15.0
9917,9187,2012-01-23,1,1,1,0,1,1,2,0.24,0.2424,0.93,0.1642,14,108,122,16.0
9918,9188,2012-01-23,1,1,1,0,1,1,2,0.24,0.2576,0.96,0.1045,6,270,276,17.0
9919,9189,2012-01-23,1,1,1,0,1,1,2,0.24,0.2424,0.93,0.1343,7,275,282,18.0
9920,9190,2012-01-23,1,1,1,0,1,1,2,0.26,0.2576,0.93,0.1642,9,211,220,19.0
9921,9191,2012-01-23,1,1,1,0,1,1,2,0.26,0.2576,1.0,0.1642,8,161,169,20.0
9922,9192,2012-01-23,1,1,1,0,1,1,2,0.26,0.2424,1.0,0.2836,8,112,120,21.0
9923,9193,2012-01-23,1,1,1,0,1,1,2,0.26,0.2424,1.0,0.2836,4,64,68,22.0
9924,9194,2012-01-23,1,1,1,0,1,1,2,0.28,0.2576,0.93,0.3284,2,35,37,23.0
9925,9195,2012-01-24,1,1,1,0,2,1,2,0.3,0.2879,1.0,0.2836,6,19,25,0.0
9926,9196,2012-01-24,1,1,1,0,2,1,2,0.32,0.303,0.93,0.2537,2,7,9,1.0
9927,9197,2012-01-24,1,1,1,0,2,1,2,0.32,0.303,0.93,0.2239,2,6,8,2.0
9928,9198,2012-01-24,1,1,1,0,2,1,2,0.32,0.3333,0.93,0.1343,0,3,3,3.0
9929,9199,2012-01-24,1,1,1,0,2,1,2,0.3,0.3182,1.0,0.0896,0,2,2,4.0
9930,9200,2012-01-24,1,1,1,0,2,1,2,0.3,0.3182,1.0,0.0896,0,26,26,5.0
9931,9201,2012-01-24,1,1,1,0,2,1,2,0.32,0.3182,0.93,0.194,1,88,89,6.0
9932,9202,2012-01-24,1,1,1,0,2,1,2,0.32,0.3333,0.93,0.1343,11,221,232,7.0
9933,9203,2012-01-24,1,1,1,0,2,1,2,0.32,0.3333,0.93,0.1343,11,479,490,8.0
9934,9204,2012-01-24,1,1,1,0,2,1,2,0.32,0.3333,0.87,0.0896,11,244,255,9.0
9935,9205,2012-01-24,1,1,1,0,2,1,1,0.32,0.3333,0.93,0.0896,23,93,116,10.0
9936,9206,2012-01-24,1,1,1,0,2,1,1,0.34,0.3333,0.87,0.1343,30,123,153,11.0
9937,9207,2012-01-24,1,1,1,0,2,1,1,0.34,0.3333,0.87,0.1642,25,150,175,12.0
9938,9208,2012-01-24,1,1,1,0,2,1,1,0.34,0.3333,0.87,0.1642,33,170,203,13.0
9939,9209,2012-01-24,1,1,1,0,2,1,1,0.36,0.3485,0.81,0.2239,35,138,173,14.0
9940,9210,2012-01-24,1,1,1,0,2,1,2,0.4,0.4091,0.71,0.1642,52,156,208,15.0
9941,9211,2012-01-24,1,1,1,0,2,1,1,0.4,0.4091,0.71,0.1343,35,243,278,16.0
9942,9212,2012-01-24,1,1,1,0,2,1,1,0.42,0.4242,0.67,0.0896,41,474,515,17.0
9943,9213,2012-01-24,1,1,1,0,2,1,1,0.4,0.4091,0.62,0.0896,32,391,423,18.0
9944,9214,2012-01-24,1,1,1,0,2,1,1,0.44,0.4394,0.51,0.0896,20,311,331,19.0
9945,9215,2012-01-24,1,1,1,0,2,1,1,0.32,0.3485,0.76,0.0,18,211,229,20.0
9946,9216,2012-01-24,1,1,1,0,2,1,1,0.36,0.3788,0.71,0.0,18,154,172,21.0
9947,9217,2012-01-24,1,1,1,0,2,1,1,0.32,0.3485,0.81,0.0,14,111,125,22.0
9948,9218,2012-01-24,1,1,1,0,2,1,1,0.32,0.3485,0.76,0.0,19,80,99,23.0
9949,9219,2012-01-25,1,1,1,0,3,1,1,0.26,0.303,0.93,0.0,6,25,31,0.0
9950,9220,2012-01-25,1,1,1,0,3,1,1,0.3,0.2879,0.7,0.2239,4,9,13,1.0
9951,9221,2012-01-25,1,1,1,0,3,1,1,0.28,0.2727,0.7,0.194,3,3,6,2.0
9952,9222,2012-01-25,1,1,1,0,3,1,1,0.26,0.2576,0.75,0.194,0,1,1,3.0
9953,9223,2012-01-25,1,1,1,0,3,1,1,0.26,0.2424,0.7,0.2836,0,4,4,4.0
9954,9224,2012-01-25,1,1,1,0,3,1,1,0.26,0.2424,0.7,0.2836,0,33,33,5.0
9955,9225,2012-01-25,1,1,1,0,3,1,1,0.24,0.2273,0.73,0.2239,1,87,88,6.0
9956,9226,2012-01-25,1,1,1,0,3,1,1,0.24,0.2273,0.75,0.2239,14,243,257,7.0
9957,9227,2012-01-25,1,1,1,0,3,1,1,0.24,0.2273,0.7,0.2537,18,495,513,8.0
9958,9228,2012-01-25,1,1,1,0,3,1,1,0.24,0.2273,0.7,0.2537,18,218,236,9.0
9959,9229,2012-01-25,1,1,1,0,3,1,2,0.26,0.2273,0.7,0.3284,30,111,141,10.0
9960,9230,2012-01-25,1,1,1,0,3,1,2,0.3,0.2727,0.61,0.2985,52,105,157,11.0
9961,9231,2012-01-25,1,1,1,0,3,1,1,0.32,0.3333,0.53,0.1343,46,147,193,12.0
9962,9232,2012-01-25,1,1,1,0,3,1,1,0.34,0.3333,0.49,0.1343,63,149,212,13.0
9963,9233,2012-01-25,1,1,1,0,3,1,1,0.34,0.3485,0.49,0.0896,53,107,160,14.0
9964,9234,2012-01-25,1,1,1,0,3,1,1,0.36,0.3788,0.46,0.0,30,125,155,15.0
9965,9235,2012-01-25,1,1,1,0,3,1,1,0.34,0.3333,0.53,0.1642,29,217,246,16.0
9966,9236,2012-01-25,1,1,1,0,3,1,1,0.36,0.3485,0.53,0.1642,27,443,470,17.0
9967,9237,2012-01-25,1,1,1,0,3,1,1,0.32,0.3333,0.66,0.1343,24,415,439,18.0
9968,9238,2012-01-25,1,1,1,0,3,1,2,0.34,0.3636,0.53,0.0,5,311,316,19.0
9969,9239,2012-01-25,1,1,1,0,3,1,1,0.32,0.3182,0.61,0.194,10,225,235,20.0
9970,9240,2012-01-25,1,1,1,0,3,1,1,0.3,0.3333,0.65,0.0,19,166,185,21.0
9971,9241,2012-01-25,1,1,1,0,3,1,1,0.3,0.3182,0.65,0.0896,12,101,113,22.0
9972,9242,2012-01-25,1,1,1,0,3,1,2,0.28,0.3182,0.65,0.0,3,63,66,23.0
9973,9243,2012-01-26,1,1,1,0,4,1,2,0.28,0.2879,0.75,0.1045,3,22,25,0.0
9974,9244,2012-01-26,1,1,1,0,4,1,2,0.28,0.3182,0.75,0.0,5,16,21,1.0
9975,9245,2012-01-26,1,1,1,0,4,1,2,0.28,0.2727,0.75,0.1642,1,6,7,2.0
9976,9246,2012-01-26,1,1,1,0,4,1,2,0.28,0.303,0.75,0.0896,1,5,6,3.0
9977,9247,2012-01-26,1,1,1,0,4,1,1,0.28,0.3182,0.75,0.0,0,3,3,4.0
9978,9248,2012-01-26,1,1,1,0,4,1,2,0.3,0.3182,0.75,0.1045,0,28,28,5.0
9979,9249,2012-01-26,1,1,1,0,4,1,2,0.28,0.3182,0.81,0.0,0,88,88,6.0
9980,9250,2012-01-26,1,1,1,0,4,1,2,0.28,0.303,0.81,0.0896,11,228,239,7.0
9981,9251,2012-01-26,1,1,1,0,4,1,2,0.28,0.303,0.81,0.0896,16,514,530,8.0
9982,9252,2012-01-26,1,1,1,0,4,1,2,0.3,0.3333,0.81,0.0,18,256,274,9.0
9983,9253,2012-01-26,1,1,1,0,4,1,2,0.3,0.303,0.81,0.1343,16,92,108,10.0
9984,9254,2012-01-26,1,1,1,0,4,1,2,0.3,0.3182,0.87,0.1045,11,100,111,11.0
9985,9255,2012-01-26,1,1,1,0,4,1,2,0.34,0.3333,0.81,0.1343,29,136,165,12.0
9986,9256,2012-01-26,1,1,1,0,4,1,2,0.38,0.3939,0.71,0.0,17,156,173,13.0
9987,9257,2012-01-26,1,1,1,0,4,1,2,0.4,0.4091,0.71,0.1045,16,112,128,14.0
9988,9258,2012-01-26,1,1,1,0,4,1,2,0.42,0.4242,0.71,0.1045,22,142,164,15.0
9989,9259,2012-01-26,1,1,1,0,4,1,2,0.4,0.4091,0.71,0.0896,15,209,224,16.0
9990,9260,2012-01-26,1,1,1,0,4,1,2,0.42,0.4242,0.71,0.0,16,397,413,17.0
9991,9261,2012-01-26,1,1,1,0,4,1,2,0.42,0.4242,0.71,0.0,12,394,406,18.0
9992,9262,2012-01-26,1,1,1,0,4,1,2,0.4,0.4091,0.76,0.1045,11,302,313,19.0
9993,9263,2012-01-26,1,1,1,0,4,1,2,0.4,0.4091,0.82,0.1343,8,216,224,20.0
9994,9264,2012-01-26,1,1,1,0,4,1,2,0.4,0.4091,0.76,0.1045,8,184,192,21.0
9995,9265,2012-01-26,1,1,1,0,4,1,1,0.38,0.3939,0.82,0.1045,3,139,142,22.0
9996,9266,2012-01-26,1,1,1,0,4,1,2,0.4,0.4091,0.82,0.0,5,86,91,23.0
9997,9267,2012-01-27,1,1,1,0,5,1,2,0.4,0.4091,0.82,0.2537,6,32,38,0.0
9998,9268,2012-01-27,1,1,1,0,5,1,2,0.4,0.4091,0.87,0.2239,6,23,29,1.0
9999,9269,2012-01-27,1,1,1,0,5,1,1,0.42,0.4242,0.94,0.1343,2,11,13,2.0
10000,9270,2012-01-27,1,1,1,0,5,1,2,0.42,0.4242,0.94,0.2836,3,5,8,3.0
10001,9271,2012-01-27,1,1,1,0,5,1,2,0.4,0.4091,1.0,0.2985,1,3,4,4.0
10002,9272,2012-01-27,1,1,1,0,5,1,2,0.42,0.4242,0.94,0.3284,0,24,24,5.0
10003,9273,2012-01-27,1,1,1,0,5,1,2,0.42,0.4242,1.0,0.3284,0,72,72,6.0
10004,9274,2012-01-27,1,1,1,0,5,1,2,0.42,0.4242,1.0,0.2985,6,128,134,7.0
10005,9275,2012-01-27,1,1,1,0,5,1,3,0.5,0.4848,0.88,0.2836,14,206,220,8.0
10006,9276,2012-01-27,1,1,1,0,5,1,3,0.5,0.4848,0.88,0.2836,6,101,107,9.0
10007,9277,2012-01-27,1,1,1,0,5,1,3,0.48,0.4697,1.0,0.1642,9,117,126,10.0
10008,9278,2012-01-27,1,1,1,0,5,1,2,0.48,0.4697,0.94,0.1343,10,95,105,11.0
10009,9279,2012-01-27,1,1,1,0,5,1,2,0.5,0.4848,0.88,0.1642,25,155,180,12.0
10010,9280,2012-01-27,1,1,1,0,5,1,1,0.5,0.4848,0.59,0.4627,26,175,201,13.0
10011,9281,2012-01-27,1,1,1,0,5,1,1,0.5,0.4848,0.55,0.5522,23,153,176,14.0
10012,9282,2012-01-27,1,1,1,0,5,1,1,0.48,0.4697,0.51,0.3284,27,170,197,15.0
10013,9283,2012-01-27,1,1,1,0,5,1,1,0.44,0.4394,0.51,0.5522,26,241,267,16.0
10014,9284,2012-01-27,1,1,1,0,5,1,1,0.42,0.4242,0.5,0.5821,16,406,422,17.0
10015,9285,2012-01-27,1,1,1,0,5,1,1,0.4,0.4091,0.5,0.4925,20,363,383,18.0
10016,9286,2012-01-27,1,1,1,0,5,1,1,0.36,0.3333,0.5,0.3881,10,241,251,19.0
10017,9287,2012-01-27,1,1,1,0,5,1,1,0.34,0.303,0.53,0.3582,6,153,159,20.0
10018,9288,2012-01-27,1,1,1,0,5,1,1,0.34,0.2879,0.53,0.5224,8,127,135,21.0
10019,9289,2012-01-27,1,1,1,0,5,1,1,0.34,0.303,0.49,0.3881,11,108,119,22.0
10020,9290,2012-01-27,1,1,1,0,5,1,1,0.32,0.2879,0.49,0.4179,8,78,86,23.0
10021,9291,2012-01-28,1,1,1,0,6,0,1,0.3,0.2879,0.52,0.2836,1,68,69,0.0
10022,9292,2012-01-28,1,1,1,0,6,0,1,0.3,0.303,0.52,0.1642,1,57,58,1.0
10023,9293,2012-01-28,1,1,1,0,6,0,1,0.26,0.303,0.6,0.0,3,38,41,2.0
10024,9294,2012-01-28,1,1,1,0,6,0,1,0.26,0.2879,0.6,0.0896,1,16,17,3.0
10025,9295,2012-01-28,1,1,1,0,6,0,1,0.26,0.2576,0.6,0.1642,0,8,8,4.0
10026,9296,2012-01-28,1,1,1,0,6,0,1,0.24,0.2576,0.75,0.0896,0,10,10,5.0
10027,9297,2012-01-28,1,1,1,0,6,0,1,0.24,0.2879,0.7,0.0,3,12,15,6.0
10028,9298,2012-01-28,1,1,1,0,6,0,1,0.22,0.2727,0.75,0.0,3,28,31,7.0
10029,9299,2012-01-28,1,1,1,0,6,0,1,0.2,0.2273,0.8,0.0896,9,82,91,8.0
10030,9300,2012-01-28,1,1,1,0,6,0,1,0.22,0.2727,0.8,0.0,13,145,158,9.0
10031,9301,2012-01-28,1,1,1,0,6,0,1,0.26,0.2727,0.7,0.1343,27,164,191,10.0
10032,9302,2012-01-28,1,1,1,0,6,0,1,0.3,0.303,0.56,0.1343,55,241,296,11.0
10033,9303,2012-01-28,1,1,1,0,6,0,1,0.3,0.2879,0.61,0.2836,70,244,314,12.0
10034,9304,2012-01-28,1,1,1,0,6,0,1,0.34,0.3182,0.57,0.2537,80,293,373,13.0
10035,9305,2012-01-28,1,1,1,0,6,0,1,0.38,0.3939,0.5,0.3881,123,239,362,14.0
10036,9306,2012-01-28,1,1,1,0,6,0,1,0.4,0.4091,0.47,0.3284,90,320,410,15.0
10037,9307,2012-01-28,1,1,1,0,6,0,1,0.42,0.4242,0.44,0.3582,131,276,407,16.0
10038,9308,2012-01-28,1,1,1,0,6,0,1,0.42,0.4242,0.44,0.3881,57,233,290,17.0
10039,9309,2012-01-28,1,1,1,0,6,0,1,0.42,0.4242,0.41,0.2239,40,201,241,18.0
10040,9310,2012-01-28,1,1,1,0,6,0,2,0.42,0.4242,0.41,0.5522,33,173,206,19.0
10041,9311,2012-01-28,1,1,1,0,6,0,1,0.4,0.4091,0.35,0.3881,5,115,120,20.0
10042,9312,2012-01-28,1,1,1,0,6,0,1,0.36,0.3333,0.29,0.3582,18,109,127,21.0
10043,9313,2012-01-28,1,1,1,0,6,0,1,0.34,0.3333,0.34,0.194,6,97,103,22.0
10044,9314,2012-01-28,1,1,1,0,6,0,1,0.32,0.3182,0.31,0.194,6,79,85,23.0
10045,9315,2012-01-29,1,1,1,0,0,0,1,0.3,0.2879,0.33,0.2239,15,81,96,0.0
10046,9316,2012-01-29,1,1,1,0,0,0,1,0.3,0.2727,0.28,0.3582,5,68,73,1.0
10047,9317,2012-01-29,1,1,1,0,0,0,1,0.28,0.2576,0.26,0.3284,3,48,51,2.0
10048,9318,2012-01-29,1,1,1,0,0,0,1,0.26,0.2576,0.28,0.194,4,17,21,3.0
